gene_family,class,gene_length,Ls,Ls_keep,pi_s,thetaW_s,n_median,seg_s_sites,number_genomes
g002554,2fold,483,60,56,0.00140092165898618,0.00661189050695615,125,2,125
g002579,4fold,2712,406,72,0.00913154533844189,0.010517493146939,30,3,30
g002579,2fold,2712,351,64,0,0,30,0,30
g002583,4fold,2082,265,58,0.0127586206896552,0.00913218764546938,25,2,25
g002583,2fold,2082,344,72,0.00111111111111111,0.00367824224609183,25,1,25
g002600,4fold,1368,252,83,0.00770959485610837,0.0206399637789647,193,10,193
g002600,2fold,1368,129,41,0.000758245924428154,0.0125350023925908,193,3,193
g002605,4fold,1287,156,55,0.0247486631016043,0.0483005264918471,52,12,52
g002605,2fold,1287,199,71,0.00262358464512566,0.00623371955274419,52,2,52
g002607,4fold,1260,229,79,0.0236730635705159,0.0230600500361419,79,9,79
g002607,2fold,1260,136,41,0.0152627037468038,0.00987395096398487,79,2,79
g002611,4fold,1128,168,65,0.0383255395495298,0.034954033316617,172,13,172
g002611,2fold,1128,152,54,0.0132145609501791,0.022655391964474,172,7,172
g002620,4fold,1185,216,78,0.021596384790153,0.0181655379914337,79,7,79
g002620,2fold,1185,123,49,0.0623439249117368,0.0289165706802414,79,7,79
g002622,4fold,1098,176,63,0.00568506450859391,0.0292093871135025,222,11,222
g002622,2fold,1098,133,64,0.00409112449553626,0.0104556328872196,222,4,222
g002630,4fold,1188,209,72,0.00491698595146871,0.00701166209795932,30,2,30
g002630,2fold,1188,123,45,0.00296296296296297,0.0112186593567349,30,2,30
g002647,4fold,996,181,75,0.00749270428015564,0.0217710357830657,257,10,257
g002647,2fold,996,99,47,0.00114998137263018,0.0104223043642336,257,3,257
g002650,4fold,981,128,63,0.0182171501524593,0.0288263105005615,140,10,140
g002650,2fold,981,141,68,0.00980895955504504,0.0106655516559457,140,4,140
g002655,4fold,960,158,78,0.0146733066883569,0.0390017888652346,209,18,209
g002655,2fold,960,113,52,0.0137955121947817,0.0227526585344461,209,7,209
g002657,4fold,951,150,71,0.0273130801343885,0.0290652700519496,189,12,189
g002657,2fold,951,118,59,0.00843927746199654,0.00582814135607245,189,2,189
g002664,4fold,873,140,64,0.066852319621307,0.0475235381105649,78,15,79
g002664,2fold,873,109,59,0.0270363977722914,0.0171896030655724,78,5,79
g002669,4fold,858,109,48,0.0157979608822305,0.00821591234920666,90,2,90
g002669,2fold,858,136,73,0.0043541463581482,0.00540224373646465,90,2,90
g002675,4fold,831,137,76,0.0276653171390013,0.02130694681702,79,8,79
g002675,2fold,831,90,46,0.0524674371674922,0.0484038248343171,79,11,79
g002685,4fold,894,186,97,0.00583191829041908,0.0173632972456514,118,9,118
g002685,2fold,894,57,22,0.00454347911975032,0.0170125235639211,118,2,118
g002691,4fold,906,183,83,0.0159845561176265,0.0219305825447813,237,11,237
g002691,2fold,906,65,32,0.00259019881284416,0.0206845267183733,237,4,237
g002699,4fold,639,91,61,0.00741120218579235,0.0401771263274479,256,15,256
g002699,2fold,639,86,59,0.00394130109670987,0.0276927085420827,256,10,256
g002701,4fold,633,108,82,0.00695164942248717,0.0105223496191013,185,5,185
g002701,2fold,633,70,50,0.00614101057579318,0.0103539920251957,185,3,185
g002724,4fold,621,83,61,0.00131775246890491,0.0121580165476642,124,4,124
g002724,2fold,621,75,57,0.00084889643463497,0.00975840801851995,124,3,124
g002733,4fold,537,55,42,0.0146533157425888,0.0201684604712885,206,5,206
g002733,2fold,537,83,63,0.0168337411529455,0.0188238964398692,206,7,206
g002737,4fold,546,59,43,0.00784162982894484,0.0129948134553432,121,3,121
g002737,2fold,546,86,66,0.000738792887553219,0.00282210595242301,121,1,121
g002749,4fold,465,65,59,0.049185994647636,0.0296986142677354,96,9,96
g002749,2fold,465,68,65,0.0228441295546559,0.014976224288858,96,5,96
g002760,4fold,2898,430,66,0.0526435526435526,0.0762192612877854,37,21,37
g002760,2fold,2898,380,61,0.0240732535814503,0.0314159016080802,37,8,37
g002766,4fold,2538,388,67,0.00267320115838719,0.0187566462245013,67,6,67
g002766,2fold,2538,368,73,0.0125152568415705,0.0114766693793752,67,4,67
g002784_1,4fold,1311,248,82,0.0119843420656429,0.0147358850166939,81,6,81
g002784_1,2fold,1311,118,36,0.0118998628257888,0.0111883571423046,81,2,81
g002785,4fold,1332,233,77,0.0256330373058314,0.0297067237087796,256,14,256
g002785,2fold,1332,132,40,0.00263327205882353,0.0122540235298716,256,3,256
g002787,4fold,1575,339,85,0.021505376344086,0.0206140692016441,31,7,31
g002787,2fold,1575,122,38,0.0292020373514431,0.0197616076933054,31,3,31
g002792,4fold,1287,166,43,0,0,86,0,86
g002792,2fold,1287,199,70,0,0,86,0,86
g002794,4fold,1263,223,68,0.0133592632690431,0.0207567454490687,163,8,163
g002794,2fold,1263,119,40,0.0117814133151557,0.0044108084079271,163,1,163
g002796,4fold,1257,220,71,0.00321777669843967,0.0316909957411501,182,13,182
g002796,2fold,1257,107,38,0.00728872755624718,0.0273290077023344,182,6,182
g002799,4fold,1254,191,65,0.0885741088180113,0.0755109672000024,41,21,41
g002799,2fold,1254,140,48,0.0459349593495935,0.0535618467738112,41,11,41
g002814_1,4fold,1095,233,91,0,0,37,0,37
g002814_1,2fold,1095,100,31,0,0,37,0,37
g002864,4fold,825,83,49,0.00078111901967658,0.00391201461038585,104,1,104
g002864,2fold,825,134,74,0.00607300728659952,0.00518077610564613,104,2,104
g002871,4fold,876,125,62,0.00669995084978141,0.0160093919986218,87,5,87
g002871,2fold,876,135,68,0.00161171124424108,0.00291935971739574,87,1,87
g002880,4fold,675,129,75,0.0391907389375744,0.0377843190221821,79,14,79
g002880,2fold,675,52,36,0.0175628403476505,0.0168679995634741,79,3,79
g002892,4fold,762,142,79,0.00948579359657057,0.0175246695943541,182,8,182
g002892,2fold,762,72,42,0.0139364713161083,0.00824076724972604,182,2,182
g002903,4fold,621,90,59,0.0103414695895419,0.0259125774645073,204,9,204
g002903,2fold,621,69,50,0.010679259754431,0.0101846135633609,204,3,204
g002916,4fold,510,98,84,0.00824762234419555,0.0113277056559756,108,5,108
g002916,2fold,510,39,33,0.00218173426896169,0.00576683197031487,108,1,108
g002922,4fold,483,81,74,0.00346076103651862,0.0133615964293196,243,6,243
g002922,2fold,483,59,57,0.00141052559978663,0.00867331698043554,243,3,243
g002924,4fold,477,88,80,0.0169154444498625,0.0236463000460536,189,11,189
g002924,2fold,477,38,34,0.0280906688916701,0.0151703091180121,189,3,189
g002959,4fold,2502,422,78,0.0107808857808858,0.0221125282702071,33,7,33
g002959,2fold,2502,305,57,0.00744284954811269,0.0302592492118623,33,7,33
g002965,4fold,2298,376,82,0.0141814486326681,0.0210338683545872,33,7,33
g002965,2fold,2298,301,58,0.00104493207941484,0.00424821971693634,33,1,33
g002966,4fold,1875,302,64,0.00388824884792627,0.00331572523172744,63,1,63
g002966,2fold,1875,260,60,0.000529100529100531,0.00353677358050927,63,1,63
g002967,4fold,1710,317,70,0.000996677740863789,0.00852753268680473,86,3,86
g002967,2fold,1710,167,47,0.0138836336117822,0.00846705373157916,86,2,86
g002971,4fold,1719,303,77,0.00399128058702527,0.0156300154549216,189,7,189
g002971,2fold,1719,196,47,0,0,189,0,189
g002985,4fold,1563,244,67,0.00362981013300843,0.0167369949207364,49,5,49
g002985,2fold,1563,207,43,0.0018984337921215,0.0104314293924589,49,2,49
g002999,4fold,1497,152,54,0.00220458553791887,0.00391655606847421,64,1,64
g002999,2fold,1497,288,87,0,0,64,0,64
g003000,4fold,1521,255,68,0.0281516696259809,0.0267903522478707,79,9,79
g003000,2fold,1521,178,56,0.00223721426253072,0.0108437140050905,79,3,79
g003002,4fold,1137,174,58,0.029720128482879,0.0206940141251115,192,7,192
g003002,2fold,1137,137,51,0.0303677753824043,0.0235343690050288,192,7,192
g003011,4fold,1098,183,77,0.0147235410393305,0.027818807149649,38,9,38
g003011,2fold,1098,130,54,0.0268953163690006,0.0308525453779029,38,7,38
g003017,4fold,1053,158,63,0.0636675305042652,0.0640787805536763,49,18,49
g003017,2fold,1053,134,56,0.02602648202138,0.0320393902768382,49,8,49
g003020,4fold,1044,183,81,0.000320639410193359,0.00220286177789885,153,1,153
g003020,2fold,1044,125,55,0,0,153,0,153
g003023,4fold,1017,157,57,0.000701609724166115,0.00339518499223485,99,1,99
g003023,2fold,1017,136,62,0.00505382993862257,0.00312137975092559,99,1,99
g003034,4fold,966,176,88,0.0255651932750607,0.026442063461942,98,12,98
g003034,2fold,966,106,50,0.00986324426677888,0.00775633861550298,98,2,98
g003042,4fold,858,86,46,0,0,93,0,93
g003042,2fold,858,157,73,0.000589188392988656,0.00536735045446261,93,2,93
g003077,4fold,630,90,56,0.0639206902273105,0.0871498522869492,42,21,42
g003077,2fold,630,74,54,0.0258527982105218,0.0344295712738565,42,8,42
g003089,4fold,768,146,77,0.0128821454788306,0.00674244593159403,182,3,182
g003089,2fold,768,80,48,0.00996827757877482,0.00360533567175514,182,1,182
g003103,4fold,735,118,72,0.00625850340136054,0.00620149684589763,50,2,50
g003103,2fold,735,88,47,0.0155275727312202,0.00950016538094957,50,2,50
g003106,4fold,720,124,79,0.00915004201549905,0.0103542428612892,254,5,254
g003106,2fold,720,77,51,0.0153770013809887,0.0256622803464109,254,8,254
g003109,4fold,702,119,71,0.00690981333756717,0.016102704432209,256,7,257
g003109,2fold,702,80,51,0.00941112096589608,0.0160101579194169,256,5,257
g003115,4fold,621,85,56,0.0129879332685455,0.0225899973723218,49,5,49
g003115,2fold,621,90,63,0.000647878198898607,0.00355993225298202,49,1,49
g003133,4fold,507,55,44,0.000924087998054638,0.0116460992496462,198.5,3,199
g003133,2fold,507,69,57,0.00279361407180956,0.00299752736965237,198,1,199
g003139,4fold,486,86,70,0.00250382528863541,0.0144582853401207,79,5,79
g003139,2fold,486,45,39,0.00877171081650147,0.0051901537118382,79,1,79
g003179,4fold,2616,445,80,0.0178571428571429,0.0230658349641087,15,6,15
g003179,2fold,2616,340,57,0.0116959064327485,0.0107910339013374,15,2,15
g003180,4fold,3645,531,62,0.0140762463343109,0.0220269130417681,11,4,11
g003180,2fold,3645,528,62,0,0,11,0,11
g003185,4fold,2397,337,57,0.00421052631578947,0.0139386021957164,25,3,25
g003185,2fold,2397,357,69,0.00869565217391304,0.00767633164401774,25,2,25
g003188,4fold,2148,361,71,0.00913365786808528,0.0111840259596006,87,4,87
g003188,2fold,2148,260,50,0.00091954022988506,0.0079406584313164,87,2,87
g003194,4fold,1746,251,57,0.00865946918578498,0.0164981141495724,40,4,40
g003194,2fold,1746,264,51,0,0,40,0,40
g003202,4fold,1350,167,50,0.00170598249027237,0.0195939322047592,257,6,257
g003202,2fold,1350,145,48,0.000808102302204927,0.0102051730233121,257,3,257
g003207,4fold,1554,223,64,0.0176282051282051,0.0251755385312889,13,5,13
g003207,2fold,1554,206,52,0,0,13,0,13
g003213,4fold,1290,187,57,0.00108879655278547,0.00683126020193524,96,2,97
g003213,2fold,1290,180,61,0.00262086791255645,0.00956850339836212,96,3,97
g003224,4fold,1236,168,56,0.0946115288220552,0.0970744556948883,19,19,19
g003224,2fold,1236,154,59,0.0539201110119933,0.0436445367263369,19,9,19
g003238,4fold,1023,161,60,0.0013871635610766,0.00345885443917003,70,1,70
g003238,2fold,1023,133,53,0.0121176608461268,0.0156627370830341,70,4,70
g003239,4fold,1020,187,78,0.0238974925209743,0.0368333588471453,209,17,209
g003239,2fold,1020,107,46,0.0247575650893729,0.0146956623533368,209,4,209
g003245,4fold,966,155,63,0.0144548082692413,0.0215885417544201,97,7,97
g003245,2fold,966,115,58,0.00105907097997393,0.00669989226861313,97,2,97
g003258,4fold,894,117,49,0.0107155644212572,0.00885104581434021,57,2,57
g003258,2fold,894,141,66,0,0,57,0,57
g003260,4fold,825,99,56,0.0177627604953186,0.0164203664548954,44,4,44
g003260,2fold,825,135,56,0.000811688311688312,0.00410509161372385,44,1,44
g003265,4fold,798,81,47,0.00115008625646923,0.00872973942145767,74,2,74
g003265,2fold,798,130,72,0.0111069974083673,0.0056985799001182,74,2,74
g003273_2,4fold,876,145,68,0,0,3,0,3
g003273_2,2fold,876,111,61,0,0,3,0,3
g003277,4fold,687,132,88,0.00385797736400147,0.0149112569047452,250,8,250
g003277,2fold,687,69,36,0.00625881302989737,0.0136686521626831,250,3,250
g003280,4fold,696,98,54,0.000740740740740742,0.00715362882286442,100,2,100
g003280,2fold,696,80,55,0.0035959595959596,0.00351178142213344,100,1,100
g003286,4fold,630,106,73,0.0687896578307537,0.090187866247053,22,24,22
g003286,2fold,630,59,45,0.0287638287638288,0.0304801585001614,22,5,22
g003299,4fold,759,108,49,0.000163920990082784,0.00334963152295841,249,1,249
g003299,2fold,759,115,74,0,0,249,0,249
g003306,4fold,735,86,53,0,0,49,0,49
g003306,2fold,735,113,60,0.00269153760795098,0.00749340485891158,49,2,49
g003322,4fold,567,92,76,0.00276377097217076,0.00867331698043554,243,4,243
g003322,2fold,567,73,52,0,0,243,0,243
g003329_2,4fold,552,96,79,0,0,4,0,4
g003329_2,2fold,552,66,56,0,0,4,0,4
g003342,4fold,489,68,61,0.0249640926031787,0.0393384965290556,127,13,127
g003342,2fold,489,58,53,0.0197805462996371,0.0243795907371651,127,7,127
g003345,4fold,477,73,68,0.0209842065589552,0.0216386119839776,255,9,255
g003345,2fold,477,56,50,0.0137619268179713,0.0261586775984085,255,8,255
g003390,4fold,2358,361,75,0.0434668940039784,0.0582840555033701,69,21,69
g003390,2fold,2358,290,50,0.0426086956521739,0.0499577618600315,69,12,69
g003391_1,4fold,2358,359,60,0.115689865689866,0.124955882074991,7,19,13
g003391_1,2fold,2358,284,52,0.0311355311355311,0.0392464678178964,7,5,13
g003391_2,4fold,2358,266,50,0.0171428571428571,0.0244897959183673,7,3,7
g003391_2,2fold,2358,211,41,0.0348432055749129,0.0497760079641613,7,5,7
g003417,4fold,1341,232,77,0.00487296298814623,0.0133608848154709,192,6,192
g003417,2fold,1341,127,35,0,0,192,0,192
g003419,4fold,1338,124,48,0.0240955687830688,0.0173869243220114,225,5,225
g003419,2fold,1338,126,44,0.000202020202020202,0.00379351076116612,225,1,225
g003420,4fold,1335,224,71,0.00708249496981891,0.0031444209359481,50,1,50
g003420,2fold,1335,166,61,0.00899185903869745,0.00733655112115053,50,2,50
g003421,4fold,1590,249,68,0.00452488687782805,0.00947784980001463,13,2,13
g003421,2fold,1590,221,64,0.00440705128205128,0.00503510770625777,13,1,13
g003424,4fold,1557,250,67,0.00816116462024851,0.00760108128025752,29,2,29
g003424,2fold,1557,215,69,0,0,29,0,29
g003436,4fold,1494,253,72,0.0347222222222222,0.0698402952688607,17,17,17
g003436,2fold,1494,188,50,0.0141176470588235,0.0354953030072327,17,6,17
g003437,4fold,1485,271,68,0.00322952710495963,0.00653710210897,51,2,51
g003437,2fold,1485,127,30,0,0,51,0,51
g003450,4fold,1170,211,79,0.00722677850828976,0.012473972867417,248,6,248
g003450,2fold,1170,115,42,0.00886754728011094,0.00391049149415057,248,1,248
g003452,4fold,1089,186,75,0.0133493927531868,0.040178190613205,82,15,82
g003452,2fold,1089,117,44,0.00277161862527717,0.0228285173938665,82,5,82
g003466,4fold,987,146,65,0.00868679059633834,0.0131088958071948,199,5,199
g003466,2fold,987,134,55,0.00906829833280267,0.00619693256340116,199,2,199
g003472,4fold,951,177,87,0.0346992088371399,0.0300267040662809,56,12,56
g003472,2fold,951,101,45,0,0,56,0,56
g003478,4fold,861,115,48,0.00818027210884354,0.0139533679032697,50,3,50
g003478,2fold,861,131,71,0.0076113825812015,0.00943326280784429,50,3,50
g003481,4fold,855,141,71,0.00594897234786823,0.00959882774218388,199,4,200
g003481,2fold,855,89,45,0.00044444444444444,0.00756754814286489,199,2,200
g003487,4fold,834,120,63,0.00849933363212648,0.0142634099318856,147,5,147
g003487,2fold,834,117,58,0.00824231440332392,0.0030986028472717,147,1,147
g003493,4fold,804,128,67,0.0142682812353328,0.0132247451825778,159,5,159
g003493,2fold,804,97,54,0.000922903637655651,0.00656339205357565,159,2,159
g003496,4fold,798,124,61,0.0157087677143485,0.014092636885585,189,5,189
g003496,2fold,798,98,61,0.00783961997774345,0.00563705475423401,189,2,189
g003497,4fold,798,128,66,0.0209535224748206,0.0180002366039325,204,7,204
g003497,2fold,798,96,57,0.0296273355316742,0.0297737599847047,204,10,204
g003499,4fold,789,135,71,0.0224979284974616,0.0146244601896547,182,6,182
g003499,2fold,789,94,49,0.0107920042523718,0.0105952721782192,182,3,182
g003500,4fold,903,118,57,0,0,144,0,144
g003500,2fold,903,98,41,0.004586714687457,0.0132334103904862,144,3,144
g003509,4fold,921,161,84,0.0110479797979798,0.00586658913291209,33,2,33
g003509,2fold,921,96,53,0.024442538593482,0.0185959806477213,33,4,33
g003512,4fold,915,170,87,0.0231202668161648,0.0197262935867362,191,10,191
g003512,2fold,915,96,52,0.00961273501918307,0.00660072131556173,191,2,191
g003515,4fold,690,123,76,0.00547159979155811,0.00760956457791948,101,3,101
g003515,2fold,690,72,34,0.0147350029120559,0.00566987164629294,101,1,101
g003519,4fold,684,89,57,0.0129824561403509,0.0139386021957164,25,3,25
g003519,2fold,684,96,66,0.00424242424242425,0.00401262790482746,25,1,25
g003542,4fold,762,116,53,0.0137114731044181,0.0133301657541006,162,4,162
g003542,2fold,762,94,53,0.00113575038376789,0.00333254143852514,162,1,162
g003564_2,4fold,546,65,55,0,0,4,0,4
g003564_2,2fold,546,91,74,0,0,4,0,4
g003577,4fold,495,72,65,0.00209684432278175,0.0136316604189648,159,5,159
g003577,2fold,495,66,59,0.000213196887325447,0.0030035861940092,159,1,159
g003581,4fold,492,68,58,0.00196338482342539,0.00763093255594548,52,2,52
g003581,2fold,492,67,61,0.0087283337042257,0.0108834611863485,52,3,52
g003583,4fold,489,61,55,0.0082849774339136,0.0122906487052815,48,3,48
g003583,2fold,489,73,67,0.00776701598391024,0.00672622565960679,48,2,48
g003586_2,4fold,480,84,81,0,0,2,0,2
g003586_2,2fold,480,57,49,0,0,2,0,2
g003641,4fold,2478,398,69,0.0528802825478017,0.077422127684086,35,22,35
g003641,2fold,2478,301,61,0.0264499242319879,0.0437879246737864,35,11,35
g003642_1,4fold,2472,406,79,0.0694933758224897,0.0956629887001841,55,18,66
g003642_1,2fold,2472,302,67,0.0435460614565092,0.0531992643254828,5,8,66
g003642_2,4fold,3438,359,52,0.118096646942801,0.142532279684835,13,23,13
g003642_2,2fold,3438,259,34,0.0852187028657617,0.114712412906014,13,10,13
g003645,4fold,3087,597,79,0.00383582662063675,0.0041916364151589,12,1,12
g003645,2fold,3087,310,46,0,0,12,0,12
g003662,4fold,1419,155,48,0.00368332168646634,0.00914361914549916,54,2,55
g003662,2fold,1419,213,66,0,0,54,0,55
g003663,4fold,1416,272,80,0.000625000000000001,0.00293872658289258,40,1,40
g003663,2fold,1416,131,34,0.00147058823529412,0.00691465078327665,40,1,40
g003664,4fold,1413,230,66,0.00173959660183609,0.00541982006537737,152,2,152
g003664,2fold,1413,133,35,0.0064781158193497,0.0153121294378254,152,3,152
g003673,4fold,1299,188,63,0.0155881155881156,0.0149268651829464,40,4,40
g003673,2fold,1299,194,65,0,0,40,0,40
g003679,4fold,1527,262,74,0.0308968058968059,0.0235344437276256,56,8,56
g003679,2fold,1527,173,50,0.0291168831168831,0.0174154883584429,56,4,56
g003682,4fold,1125,163,60,0.0186433862433862,0.0184904777420613,126,6,126
g003682,2fold,1125,178,71,0.00836664431030628,0.0104145997783539,126,4,126
g003686,4fold,1221,206,62,0.0011037242069138,0.00640375679944871,87,2,87
g003686,2fold,1221,149,55,0.000417972831765936,0.00360939019605291,87,1,87
g003699,4fold,1059,121,54,0.0882051282051282,0.0630878876357254,26,13,26
g003699,2fold,1059,146,72,0.0465811965811966,0.0400365440765181,26,11,26
g003701,4fold,1050,180,75,0.00185281385281385,0.00580516278614764,56,2,56
g003701,2fold,1050,134,46,0.000776397515527951,0.00473246966262036,56,1,56
